Combination,Average Deaths
"(25480, 6045, 175197)",68907.33333333333
"(25480, 6045, 21022)",17515.666666666668
"(25480, 1600, 3694)",10258.0
"(25480, 1600, 3379)",10153.0
"(25480, 1600, 4673)",10584.333333333334
"(25480, 1600, 5610)",10896.666666666666
"(25480, 1600, 3971)",10350.333333333334
"(25480, 1600, 8463)",11847.666666666666
"(25480, 1600, 6160)",11080.0
"(25480, 1600, 7203)",11427.666666666666
"(25480, 1600, 10341)",12473.666666666666
"(25480, 1600, 10282)",12454.0
"(25480, 1600, 9950)",12343.333333333334
"(25480, 1600, 9425)",12168.333333333334
"(25480, 1600, 6839)",11306.333333333334
"(25480, 1600, 8391)",11823.666666666666
"(25480, 1600, 30306)",19128.666666666668
"(25480, 1600, 135084)",54054.666666666664
"(25480, 1600, 175197)",67425.66666666667
"(25480, 1600, 21022)",16034.0
"(25480, 3694, 3379)",10851.0
"(25480, 3694, 4673)",11282.333333333334
"(25480, 3694, 5610)",11594.666666666666
"(25480, 3694, 3971)",11048.333333333334
"(25480, 3694, 8463)",12545.666666666666
"(25480, 3694, 6160)",11778.0
"(25480, 3694, 7203)",12125.666666666666
"(25480, 3694, 10341)",13171.666666666666
"(25480, 3694, 10282)",13152.0
"(25480, 3694, 9950)",13041.333333333334
"(25480, 3694, 9425)",12866.333333333334
"(25480, 3694, 6839)",12004.333333333334
"(25480, 3694, 8391)",12521.666666666666
"(25480, 3694, 30306)",19826.666666666668
"(25480, 3694, 135084)",54752.666666666664
"(25480, 3694, 175197)",68123.66666666667
"(25480, 3694, 21022)",16732.0
"(25480, 3379, 4673)",11177.333333333334
"(25480, 3379, 5610)",11489.666666666666
"(25480, 3379, 3971)",10943.333333333334
"(25480, 3379, 8463)",12440.666666666666
"(25480, 3379, 6160)",11673.0
"(25480, 3379, 7203)",12020.666666666666
"(25480, 3379, 10341)",13066.666666666666
"(25480, 3379, 10282)",13047.0
"(25480, 3379, 9950)",12936.333333333334
"(25480, 3379, 9425)",12761.333333333334
"(25480, 3379, 6839)",11899.333333333334
"(25480, 3379, 8391)",12416.666666666666
"(25480, 3379, 30306)",19721.666666666668
"(25480, 3379, 135084)",54647.666666666664
"(25480, 3379, 175197)",68018.66666666667
"(25480, 3379, 21022)",16627.0
"(25480, 4673, 5610)",11921.0
"(25480, 4673, 3971)",11374.666666666666
"(25480, 4673, 8463)",12872.0
"(25480, 4673, 6160)",12104.333333333334
"(25480, 4673, 7203)",12452.0
"(25480, 4673, 10341)",13498.0
"(25480, 4673, 10282)",13478.333333333334
"(25480, 4673, 9950)",13367.666666666666
"(25480, 4673, 9425)",13192.666666666666
"(25480, 4673, 6839)",12330.666666666666
"(25480, 4673, 8391)",12848.0
"(25480, 4673, 30306)",20153.0
"(25480, 4673, 135084)",55079.0
"(25480, 4673, 175197)",68450.0
"(25480, 4673, 21022)",17058.333333333332
"(25480, 5610, 3971)",11687.0
"(25480, 5610, 8463)",13184.333333333334
"(25480, 5610, 6160)",12416.666666666666
"(25480, 5610, 7203)",12764.333333333334
"(25480, 5610, 10341)",13810.333333333334
"(25480, 5610, 10282)",13790.666666666666
"(25480, 5610, 9950)",13680.0
"(25480, 5610, 9425)",13505.0
"(25480, 5610, 6839)",12643.0
"(25480, 5610, 8391)",13160.333333333334
"(25480, 5610, 30306)",20465.333333333332
"(25480, 5610, 135084)",55391.333333333336
"(25480, 5610, 175197)",68762.33333333333
"(25480, 5610, 21022)",17370.666666666668
"(25480, 3971, 8463)",12638.0
"(25480, 3971, 6160)",11870.333333333334
"(25480, 3971, 7203)",12218.0
"(25480, 3971, 10341)",13264.0
"(25480, 3971, 10282)",13244.333333333334
"(25480, 3971, 9950)",13133.666666666666
"(25480, 3971, 9425)",12958.666666666666
"(25480, 3971, 6839)",12096.666666666666
"(25480, 3971, 8391)",12614.0
"(25480, 3971, 30306)",19919.0
"(25480, 3971, 135084)",54845.0
"(25480, 3971, 175197)",68216.0
"(25480, 3971, 21022)",16824.333333333332
"(25480, 8463, 6160)",13367.666666666666
"(25480, 8463, 7203)",13715.333333333334
"(25480, 8463, 10341)",14761.333333333334
"(25480, 8463, 10282)",14741.666666666666
"(25480, 8463, 9950)",14631.0
"(25480, 8463, 9425)",14456.0
"(25480, 8463, 6839)",13594.0
"(25480, 8463, 8391)",14111.333333333334
"(25480, 8463, 30306)",21416.333333333332
"(25480, 8463, 135084)",56342.333333333336
"(25480, 8463, 175197)",69713.33333333333
"(25480, 8463, 21022)",18321.666666666668
"(25480, 6160, 7203)",12947.666666666666
"(25480, 6160, 10341)",13993.666666666666
"(25480, 6160, 10282)",13974.0
"(25480, 6160, 9950)",13863.333333333334
"(25480, 6160, 9425)",13688.333333333334
"(25480, 6160, 6839)",12826.333333333334
"(25480, 6160, 8391)",13343.666666666666
"(25480, 6160, 30306)",20648.666666666668
"(25480, 6160, 135084)",55574.666666666664
"(25480, 6160, 175197)",68945.66666666667
"(25480, 6160, 21022)",17554.0
"(25480, 7203, 10341)",14341.333333333334
"(25480, 7203, 10282)",14321.666666666666
"(25480, 7203, 9950)",14211.0
"(25480, 7203, 9425)",14036.0
"(25480, 7203, 6839)",13174.0
"(25480, 7203, 8391)",13691.333333333334
"(25480, 7203, 30306)",20996.333333333332
"(25480, 7203, 135084)",55922.333333333336
"(25480, 7203, 175197)",69293.33333333333
"(25480, 7203, 21022)",17901.666666666668
"(25480, 10341, 10282)",15367.666666666666
"(25480, 10341, 9950)",15257.0
"(25480, 10341, 9425)",15082.0
"(25480, 10341, 6839)",14220.0
"(25480, 10341, 8391)",14737.333333333334
"(25480, 10341, 30306)",22042.333333333332
"(25480, 10341, 135084)",56968.333333333336
"(25480, 10341, 175197)",70339.33333333333
"(25480, 10341, 21022)",18947.666666666668
"(25480, 10282, 9950)",15237.333333333334
"(25480, 10282, 9425)",15062.333333333334
"(25480, 10282, 6839)",14200.333333333334
"(25480, 10282, 8391)",14717.666666666666
"(25480, 10282, 30306)",22022.666666666668
"(25480, 10282, 135084)",56948.666666666664
"(25480, 10282, 175197)",70319.66666666667
"(25480, 10282, 21022)",18928.0
"(25480, 9950, 9425)",14951.666666666666
"(25480, 9950, 6839)",14089.666666666666
"(25480, 9950, 8391)",14607.0
"(25480, 9950, 30306)",21912.0
"(25480, 9950, 135084)",56838.0
"(25480, 9950, 175197)",70209.0
"(25480, 9950, 21022)",18817.333333333332
"(25480, 9425, 6839)",13914.666666666666
"(25480, 9425, 8391)",14432.0
"(25480, 9425, 30306)",21737.0
"(25480, 9425, 135084)",56663.0
"(25480, 9425, 175197)",70034.0
"(25480, 9425, 21022)",18642.333333333332
"(25480, 6839, 8391)",13570.0
"(25480, 6839, 30306)",20875.0
"(25480, 6839, 135084)",55801.0
"(25480, 6839, 175197)",69172.0
"(25480, 6839, 21022)",17780.333333333332
"(25480, 8391, 30306)",21392.333333333332
"(25480, 8391, 135084)",56318.333333333336
"(25480, 8391, 175197)",69689.33333333333
"(25480, 8391, 21022)",18297.666666666668
"(25480, 30306, 135084)",63623.333333333336
"(25480, 30306, 175197)",76994.33333333333
"(25480, 30306, 21022)",25602.666666666668
"(25480, 135084, 175197)",111920.33333333333
"(25480, 135084, 21022)",60528.666666666664
"(25480, 175197, 21022)",73899.66666666667
"(6887, 15064, 9605)",10518.666666666666
"(6887, 15064, 6810)",9587.0
"(6887, 15064, 8120)",10023.666666666666
"(6887, 15064, 24107)",15352.666666666666
"(6887, 15064, 22571)",14840.666666666666
"(6887, 15064, 14271)",12074.0
"(6887, 15064, 9896)",10615.666666666666
"(6887, 15064, 10659)",10870.0
"(6887, 15064, 7452)",9801.0
"(6887, 15064, 6358)",9436.333333333334
"(6887, 15064, 6045)",9332.0
"(6887, 15064, 1600)",7850.333333333333
"(6887, 15064, 3694)",8548.333333333334
"(6887, 15064, 3379)",8443.333333333334
"(6887, 15064, 4673)",8874.666666666666
"(6887, 15064, 5610)",9187.0
"(6887, 15064, 3971)",8640.666666666666
"(6887, 15064, 8463)",10138.0
"(6887, 15064, 6160)",9370.333333333334
"(6887, 15064, 7203)",9718.0
"(6887, 15064, 10341)",10764.0
"(6887, 15064, 10282)",10744.333333333334
"(6887, 15064, 9950)",10633.666666666666
"(6887, 15064, 9425)",10458.666666666666
"(6887, 15064, 6839)",9596.666666666666
"(6887, 15064, 8391)",10114.0
"(6887, 15064, 30306)",17419.0
"(6887, 15064, 135084)",52345.0
"(6887, 15064, 175197)",65716.0
"(6887, 15064, 21022)",14324.333333333334
"(6887, 9605, 6810)",7767.333333333333
"(6887, 9605, 8120)",8204.0
"(6887, 9605, 24107)",13533.0
"(6887, 9605, 22571)",13021.0
"(6887, 9605, 14271)",10254.333333333334
"(6887, 9605, 9896)",8796.0
"(6887, 9605, 10659)",9050.333333333334
"(6887, 9605, 7452)",7981.333333333333
"(6887, 9605, 6358)",7616.666666666667
"(6887, 9605, 6045)",7512.333333333333
"(6887, 9605, 1600)",6030.666666666667
"(6887, 9605, 3694)",6728.666666666667
"(6887, 9605, 3379)",6623.666666666667
"(6887, 9605, 4673)",7055.0
"(6887, 9605, 5610)",7367.333333333333
"(6887, 9605, 3971)",6821.0
"(6887, 9605, 8463)",8318.333333333334
"(6887, 9605, 6160)",7550.666666666667
"(6887, 9605, 7203)",7898.333333333333
"(6887, 9605, 10341)",8944.333333333334
"(6887, 9605, 10282)",8924.666666666666
"(6887, 9605, 9950)",8814.0
"(6887, 9605, 9425)",8639.0
"(6887, 9605, 6839)",7777.0
"(6887, 9605, 8391)",8294.333333333334
"(6887, 9605, 30306)",15599.333333333334
"(6887, 9605, 135084)",50525.333333333336
"(6887, 9605, 175197)",63896.333333333336
"(6887, 9605, 21022)",12504.666666666666
"(6887, 6810, 8120)",7272.333333333333
"(6887, 6810, 24107)",12601.333333333334
"(6887, 6810, 22571)",12089.333333333334
"(6887, 6810, 14271)",9322.666666666666
"(6887, 6810, 9896)",7864.333333333333
"(6887, 6810, 10659)",8118.666666666667
"(6887, 6810, 7452)",7049.666666666667
"(6887, 6810, 6358)",6685.0
"(6887, 6810, 6045)",6580.666666666667
"(6887, 6810, 1600)",5099.0
"(6887, 6810, 3694)",5797.0
"(6887, 6810, 3379)",5692.0
"(6887, 6810, 4673)",6123.333333333333
"(6887, 6810, 5610)",6435.666666666667
"(6887, 6810, 3971)",5889.333333333333
"(6887, 6810, 8463)",7386.666666666667
"(6887, 6810, 6160)",6619.0
"(6887, 6810, 7203)",6966.666666666667
"(6887, 6810, 10341)",8012.666666666667
"(6887, 6810, 10282)",7993.0
"(6887, 6810, 9950)",7882.333333333333
"(6887, 6810, 9425)",7707.333333333333
"(6887, 6810, 6839)",6845.333333333333
"(6887, 6810, 8391)",7362.666666666667
"(6887, 6810, 30306)",14667.666666666666
"(6887, 6810, 135084)",49593.666666666664
"(6887, 6810, 175197)",62964.666666666664
"(6887, 6810, 21022)",11573.0
"(6887, 8120, 24107)",13038.0
"(6887, 8120, 22571)",12526.0
"(6887, 8120, 14271)",9759.333333333334
"(6887, 8120, 9896)",8301.0
"(6887, 8120, 10659)",8555.333333333334
"(6887, 8120, 7452)",7486.333333333333
"(6887, 8120, 6358)",7121.666666666667
"(6887, 8120, 6045)",7017.333333333333
"(6887, 8120, 1600)",5535.666666666667
"(6887, 8120, 3694)",6233.666666666667
"(6887, 8120, 3379)",6128.666666666667
"(6887, 8120, 4673)",6560.0
"(6887, 8120, 5610)",6872.333333333333
"(6887, 8120, 3971)",6326.0
"(6887, 8120, 8463)",7823.333333333333
"(6887, 8120, 6160)",7055.666666666667
"(6887, 8120, 7203)",7403.333333333333
"(6887, 8120, 10341)",8449.333333333334
"(6887, 8120, 10282)",8429.666666666666
"(6887, 8120, 9950)",8319.0
"(6887, 8120, 9425)",8144.0
"(6887, 8120, 6839)",7282.0
"(6887, 8120, 8391)",7799.333333333333
"(6887, 8120, 30306)",15104.333333333334
"(6887, 8120, 135084)",50030.333333333336
"(6887, 8120, 175197)",63401.333333333336
"(6887, 8120, 21022)",12009.666666666666
"(6887, 24107, 22571)",17855.0
"(6887, 24107, 14271)",15088.333333333334
"(6887, 24107, 9896)",13630.0
"(6887, 24107, 10659)",13884.333333333334
"(6887, 24107, 7452)",12815.333333333334
"(6887, 24107, 6358)",12450.666666666666
"(6887, 24107, 6045)",12346.333333333334
"(6887, 24107, 1600)",10864.666666666666
"(6887, 24107, 3694)",11562.666666666666
"(6887, 24107, 3379)",11457.666666666666
"(6887, 24107, 4673)",11889.0
"(6887, 24107, 5610)",12201.333333333334
"(6887, 24107, 3971)",11655.0
"(6887, 24107, 8463)",13152.333333333334
"(6887, 24107, 6160)",12384.666666666666
"(6887, 24107, 7203)",12732.333333333334
"(6887, 24107, 10341)",13778.333333333334
"(6887, 24107, 10282)",13758.666666666666
"(6887, 24107, 9950)",13648.0
"(6887, 24107, 9425)",13473.0
"(6887, 24107, 6839)",12611.0
"(6887, 24107, 8391)",13128.333333333334
"(6887, 24107, 30306)",20433.333333333332
"(6887, 24107, 135084)",55359.333333333336
"(6887, 24107, 175197)",68730.33333333333
"(6887, 24107, 21022)",17338.666666666668
"(6887, 22571, 14271)",14576.333333333334
"(6887, 22571, 9896)",13118.0
"(6887, 22571, 10659)",13372.333333333334
"(6887, 22571, 7452)",12303.333333333334
"(6887, 22571, 6358)",11938.666666666666
"(6887, 22571, 6045)",11834.333333333334
"(6887, 22571, 1600)",10352.666666666666
"(6887, 22571, 3694)",11050.666666666666
"(6887, 22571, 3379)",10945.666666666666
"(6887, 22571, 4673)",11377.0
"(6887, 22571, 5610)",11689.333333333334
"(6887, 22571, 3971)",11143.0
"(6887, 22571, 8463)",12640.333333333334
"(6887, 22571, 6160)",11872.666666666666
"(6887, 22571, 7203)",12220.333333333334
"(6887, 22571, 10341)",13266.333333333334
"(6887, 22571, 10282)",13246.666666666666
"(6887, 22571, 9950)",13136.0
"(6887, 22571, 9425)",12961.0
"(6887, 22571, 6839)",12099.0
"(6887, 22571, 8391)",12616.333333333334
"(6887, 22571, 30306)",19921.333333333332
"(6887, 22571, 135084)",54847.333333333336
"(6887, 22571, 175197)",68218.33333333333
"(6887, 22571, 21022)",16826.666666666668
"(6887, 14271, 9896)",10351.333333333334
"(6887, 14271, 10659)",10605.666666666666
"(6887, 14271, 7452)",9536.666666666666
"(6887, 14271, 6358)",9172.0
"(6887, 14271, 6045)",9067.666666666666
"(6887, 14271, 1600)",7586.0
"(6887, 14271, 3694)",8284.0
"(6887, 14271, 3379)",8179.0
"(6887, 14271, 4673)",8610.333333333334
"(6887, 14271, 5610)",8922.666666666666
"(6887, 14271, 3971)",8376.333333333334
"(6887, 14271, 8463)",9873.666666666666
"(6887, 14271, 6160)",9106.0
"(6887, 14271, 7203)",9453.666666666666
"(6887, 14271, 10341)",10499.666666666666
"(6887, 14271, 10282)",10480.0
"(6887, 14271, 9950)",10369.333333333334
"(6887, 14271, 9425)",10194.333333333334
"(6887, 14271, 6839)",9332.333333333334
"(6887, 14271, 8391)",9849.666666666666
"(6887, 14271, 30306)",17154.666666666668
"(6887, 14271, 135084)",52080.666666666664
"(6887, 14271, 175197)",65451.666666666664
"(6887, 14271, 21022)",14060.0
"(6887, 9896, 10659)",9147.333333333334
"(6887, 9896, 7452)",8078.333333333333
"(6887, 9896, 6358)",7713.666666666667
"(6887, 9896, 6045)",7609.333333333333
"(6887, 9896, 1600)",6127.666666666667
"(6887, 9896, 3694)",6825.666666666667
"(6887, 9896, 3379)",6720.666666666667
"(6887, 9896, 4673)",7152.0
"(6887, 9896, 5610)",7464.333333333333
"(6887, 9896, 3971)",6918.0
"(6887, 9896, 8463)",8415.333333333334
"(6887, 9896, 6160)",7647.666666666667
"(6887, 9896, 7203)",7995.333333333333
"(6887, 9896, 10341)",9041.333333333334
"(6887, 9896, 10282)",9021.666666666666
"(6887, 9896, 9950)",8911.0
"(6887, 9896, 9425)",8736.0
"(6887, 9896, 6839)",7874.0
"(6887, 9896, 8391)",8391.333333333334
"(6887, 9896, 30306)",15696.333333333334
"(6887, 9896, 135084)",50622.333333333336
"(6887, 9896, 175197)",63993.333333333336
"(6887, 9896, 21022)",12601.666666666666
"(6887, 10659, 7452)",8332.666666666666
"(6887, 10659, 6358)",7968.0
"(6887, 10659, 6045)",7863.666666666667
"(6887, 10659, 1600)",6382.0
"(6887, 10659, 3694)",7080.0
"(6887, 10659, 3379)",6975.0
"(6887, 10659, 4673)",7406.333333333333
"(6887, 10659, 5610)",7718.666666666667
"(6887, 10659, 3971)",7172.333333333333
"(6887, 10659, 8463)",8669.666666666666
"(6887, 10659, 6160)",7902.0
"(6887, 10659, 7203)",8249.666666666666
"(6887, 10659, 10341)",9295.666666666666
"(6887, 10659, 10282)",9276.0
"(6887, 10659, 9950)",9165.333333333334
"(6887, 10659, 9425)",8990.333333333334
"(6887, 10659, 6839)",8128.333333333333
"(6887, 10659, 8391)",8645.666666666666
"(6887, 10659, 30306)",15950.666666666666
"(6887, 10659, 135084)",50876.666666666664
"(6887, 10659, 175197)",64247.666666666664
"(6887, 10659, 21022)",12856.0
"(6887, 7452, 6358)",6899.0
"(6887, 7452, 6045)",6794.666666666667
"(6887, 7452, 1600)",5313.0
"(6887, 7452, 3694)",6011.0
"(6887, 7452, 3379)",5906.0
"(6887, 7452, 4673)",6337.333333333333
"(6887, 7452, 5610)",6649.666666666667
"(6887, 7452, 3971)",6103.333333333333
"(6887, 7452, 8463)",7600.666666666667
"(6887, 7452, 6160)",6833.0
"(6887, 7452, 7203)",7180.666666666667
"(6887, 7452, 10341)",8226.666666666666
"(6887, 7452, 10282)",8207.0
"(6887, 7452, 9950)",8096.333333333333
"(6887, 7452, 9425)",7921.333333333333
"(6887, 7452, 6839)",7059.333333333333
"(6887, 7452, 8391)",7576.666666666667
"(6887, 7452, 30306)",14881.666666666666
"(6887, 7452, 135084)",49807.666666666664
"(6887, 7452, 175197)",63178.666666666664
"(6887, 7452, 21022)",11787.0
"(6887, 6358, 6045)",6430.0
"(6887, 6358, 1600)",4948.333333333333
"(6887, 6358, 3694)",5646.333333333333
"(6887, 6358, 3379)",5541.333333333333
"(6887, 6358, 4673)",5972.666666666667
"(6887, 6358, 5610)",6285.0
"(6887, 6358, 3971)",5738.666666666667
"(6887, 6358, 8463)",7236.0
"(6887, 6358, 6160)",6468.333333333333
"(6887, 6358, 7203)",6816.0
"(6887, 6358, 10341)",7862.0
"(6887, 6358, 10282)",7842.333333333333
"(6887, 6358, 9950)",7731.666666666667
"(6887, 6358, 9425)",7556.666666666667
"(6887, 6358, 6839)",6694.666666666667
"(6887, 6358, 8391)",7212.0
"(6887, 6358, 30306)",14517.0
"(6887, 6358, 135084)",49443.0
"(6887, 6358, 175197)",62814.0
"(6887, 6358, 21022)",11422.333333333334
"(6887, 6045, 1600)",4844.0
"(6887, 6045, 3694)",5542.0
"(6887, 6045, 3379)",5437.0
"(6887, 6045, 4673)",5868.333333333333
"(6887, 6045, 5610)",6180.666666666667
"(6887, 6045, 3971)",5634.333333333333
"(6887, 6045, 8463)",7131.666666666667
"(6887, 6045, 6160)",6364.0
"(6887, 6045, 7203)",6711.666666666667
"(6887, 6045, 10341)",7757.666666666667
"(6887, 6045, 10282)",7738.0
"(6887, 6045, 9950)",7627.333333333333
"(6887, 6045, 9425)",7452.333333333333
"(6887, 6045, 6839)",6590.333333333333
"(6887, 6045, 8391)",7107.666666666667
"(6887, 6045, 30306)",14412.666666666666
"(6887, 6045, 135084)",49338.666666666664
"(6887, 6045, 175197)",62709.666666666664
"(6887, 6045, 21022)",11318.0
"(6887, 1600, 3694)",4060.3333333333335
"(6887, 1600, 3379)",3955.3333333333335
"(6887, 1600, 4673)",4386.666666666667
"(6887, 1600, 5610)",4699.0
"(6887, 1600, 3971)",4152.666666666667
"(6887, 1600, 8463)",5650.0
"(6887, 1600, 6160)",4882.333333333333
"(6887, 1600, 7203)",5230.0
"(6887, 1600, 10341)",6276.0
"(6887, 1600, 10282)",6256.333333333333
"(6887, 1600, 9950)",6145.666666666667
"(6887, 1600, 9425)",5970.666666666667
"(6887, 1600, 6839)",5108.666666666667
"(6887, 1600, 8391)",5626.0
"(6887, 1600, 30306)",12931.0
"(6887, 1600, 135084)",47857.0
"(6887, 1600, 175197)",61228.0
"(6887, 1600, 21022)",9836.333333333334
"(6887, 3694, 3379)",4653.333333333333
"(6887, 3694, 4673)",5084.666666666667
"(6887, 3694, 5610)",5397.0
"(6887, 3694, 3971)",4850.666666666667
"(6887, 3694, 8463)",6348.0
"(6887, 3694, 6160)",5580.333333333333
"(6887, 3694, 7203)",5928.0
"(6887, 3694, 10341)",6974.0
"(6887, 3694, 10282)",6954.333333333333
"(6887, 3694, 9950)",6843.666666666667
"(6887, 3694, 9425)",6668.666666666667
"(6887, 3694, 6839)",5806.666666666667
"(6887, 3694, 8391)",6324.0
"(6887, 3694, 30306)",13629.0
"(6887, 3694, 135084)",48555.0
"(6887, 3694, 175197)",61926.0
"(6887, 3694, 21022)",10534.333333333334
"(6887, 3379, 4673)",4979.666666666667
"(6887, 3379, 5610)",5292.0
"(6887, 3379, 3971)",4745.666666666667
"(6887, 3379, 8463)",6243.0
"(6887, 3379, 6160)",5475.333333333333
"(6887, 3379, 7203)",5823.0
"(6887, 3379, 10341)",6869.0
"(6887, 3379, 10282)",6849.333333333333
"(6887, 3379, 9950)",6738.666666666667
"(6887, 3379, 9425)",6563.666666666667
"(6887, 3379, 6839)",5701.666666666667
"(6887, 3379, 8391)",6219.0
"(6887, 3379, 30306)",13524.0
"(6887, 3379, 135084)",48450.0
"(6887, 3379, 175197)",61821.0
"(6887, 3379, 21022)",10429.333333333334
"(6887, 4673, 5610)",5723.333333333333
"(6887, 4673, 3971)",5177.0
"(6887, 4673, 8463)",6674.333333333333
"(6887, 4673, 6160)",5906.666666666667
"(6887, 4673, 7203)",6254.333333333333
"(6887, 4673, 10341)",7300.333333333333
"(6887, 4673, 10282)",7280.666666666667
"(6887, 4673, 9950)",7170.0
"(6887, 4673, 9425)",6995.0
"(6887, 4673, 6839)",6133.0
"(6887, 4673, 8391)",6650.333333333333
"(6887, 4673, 30306)",13955.333333333334
"(6887, 4673, 135084)",48881.333333333336
"(6887, 4673, 175197)",62252.333333333336
"(6887, 4673, 21022)",10860.666666666666
"(6887, 5610, 3971)",5489.333333333333
"(6887, 5610, 8463)",6986.666666666667
"(6887, 5610, 6160)",6219.0
"(6887, 5610, 7203)",6566.666666666667
"(6887, 5610, 10341)",7612.666666666667
"(6887, 5610, 10282)",7593.0
"(6887, 5610, 9950)",7482.333333333333
"(6887, 5610, 9425)",7307.333333333333
"(6887, 5610, 6839)",6445.333333333333
"(6887, 5610, 8391)",6962.666666666667
"(6887, 5610, 30306)",14267.666666666666
"(6887, 5610, 135084)",49193.666666666664
"(6887, 5610, 175197)",62564.666666666664
"(6887, 5610, 21022)",11173.0
"(6887, 3971, 8463)",6440.333333333333
"(6887, 3971, 6160)",5672.666666666667
"(6887, 3971, 7203)",6020.333333333333
"(6887, 3971, 10341)",7066.333333333333
"(6887, 3971, 10282)",7046.666666666667
"(6887, 3971, 9950)",6936.0
"(6887, 3971, 9425)",6761.0
"(6887, 3971, 6839)",5899.0
"(6887, 3971, 8391)",6416.333333333333
"(6887, 3971, 30306)",13721.333333333334
"(6887, 3971, 135084)",48647.333333333336
"(6887, 3971, 175197)",62018.333333333336
"(6887, 3971, 21022)",10626.666666666666
"(6887, 8463, 6160)",7170.0
"(6887, 8463, 7203)",7517.666666666667
"(6887, 8463, 10341)",8563.666666666666
"(6887, 8463, 10282)",8544.0
"(6887, 8463, 9950)",8433.333333333334
"(6887, 8463, 9425)",8258.333333333334
"(6887, 8463, 6839)",7396.333333333333
"(6887, 8463, 8391)",7913.666666666667
"(6887, 8463, 30306)",15218.666666666666
"(6887, 8463, 135084)",50144.666666666664
"(6887, 8463, 175197)",63515.666666666664
"(6887, 8463, 21022)",12124.0
"(6887, 6160, 7203)",6750.0
"(6887, 6160, 10341)",7796.0
"(6887, 6160, 10282)",7776.333333333333
"(6887, 6160, 9950)",7665.666666666667
"(6887, 6160, 9425)",7490.666666666667
"(6887, 6160, 6839)",6628.666666666667
"(6887, 6160, 8391)",7146.0
"(6887, 6160, 30306)",14451.0
"(6887, 6160, 135084)",49377.0
"(6887, 6160, 175197)",62748.0
"(6887, 6160, 21022)",11356.333333333334
"(6887, 7203, 10341)",8143.666666666667
"(6887, 7203, 10282)",8124.0
"(6887, 7203, 9950)",8013.333333333333
"(6887, 7203, 9425)",7838.333333333333
"(6887, 7203, 6839)",6976.333333333333
"(6887, 7203, 8391)",7493.666666666667
"(6887, 7203, 30306)",14798.666666666666
"(6887, 7203, 135084)",49724.666666666664
"(6887, 7203, 175197)",63095.666666666664
"(6887, 7203, 21022)",11704.0
"(6887, 10341, 10282)",9170.0
"(6887, 10341, 9950)",9059.333333333334
"(6887, 10341, 9425)",8884.333333333334
"(6887, 10341, 6839)",8022.333333333333
"(6887, 10341, 8391)",8539.666666666666
"(6887, 10341, 30306)",15844.666666666666
"(6887, 10341, 135084)",50770.666666666664
"(6887, 10341, 175197)",64141.666666666664
"(6887, 10341, 21022)",12750.0
"(6887, 10282, 9950)",9039.666666666666
"(6887, 10282, 9425)",8864.666666666666
"(6887, 10282, 6839)",8002.666666666667
"(6887, 10282, 8391)",8520.0
"(6887, 10282, 30306)",15825.0
"(6887, 10282, 135084)",50751.0
"(6887, 10282, 175197)",64122.0
"(6887, 10282, 21022)",12730.333333333334
"(6887, 9950, 9425)",8754.0
"(6887, 9950, 6839)",7892.0
"(6887, 9950, 8391)",8409.333333333334
"(6887, 9950, 30306)",15714.333333333334
"(6887, 9950, 135084)",50640.333333333336
"(6887, 9950, 175197)",64011.333333333336
"(6887, 9950, 21022)",12619.666666666666
"(6887, 9425, 6839)",7717.0
"(6887, 9425, 8391)",8234.333333333334
"(6887, 9425, 30306)",15539.333333333334
"(6887, 9425, 135084)",50465.333333333336
"(6887, 9425, 175197)",63836.333333333336
"(6887, 9425, 21022)",12444.666666666666
"(6887, 6839, 8391)",7372.333333333333
"(6887, 6839, 30306)",14677.333333333334
"(6887, 6839, 135084)",49603.333333333336
"(6887, 6839, 175197)",62974.333333333336
"(6887, 6839, 21022)",11582.666666666666
"(6887, 8391, 30306)",15194.666666666666
"(6887, 8391, 135084)",50120.666666666664
"(6887, 8391, 175197)",63491.666666666664
"(6887, 8391, 21022)",12100.0
"(6887, 30306, 135084)",57425.666666666664
"(6887, 30306, 175197)",70796.66666666667
"(6887, 30306, 21022)",19405.0
"(6887, 135084, 175197)",105722.66666666667
"(6887, 135084, 21022)",54331.0
"(6887, 175197, 21022)",67702.0
"(15064, 9605, 6810)",10493.0
"(15064, 9605, 8120)",10929.666666666666
"(15064, 9605, 24107)",16258.666666666666
"(15064, 9605, 22571)",15746.666666666666
"(15064, 9605, 14271)",12980.0
"(15064, 9605, 9896)",11521.666666666666
"(15064, 9605, 10659)",11776.0
"(15064, 9605, 7452)",10707.0
"(15064, 9605, 6358)",10342.333333333334
"(15064, 9605, 6045)",10238.0
"(15064, 9605, 1600)",8756.333333333334
"(15064, 9605, 3694)",9454.333333333334
"(15064, 9605, 3379)",9349.333333333334
"(15064, 9605, 4673)",9780.666666666666
"(15064, 9605, 5610)",10093.0
"(15064, 9605, 3971)",9546.666666666666
"(15064, 9605, 8463)",11044.0
"(15064, 9605, 6160)",10276.333333333334
"(15064, 9605, 7203)",10624.0
"(15064, 9605, 10341)",11670.0
"(15064, 9605, 10282)",11650.333333333334
"(15064, 9605, 9950)",11539.666666666666
"(15064, 9605, 9425)",11364.666666666666
"(15064, 9605, 6839)",10502.666666666666
"(15064, 9605, 8391)",11020.0
"(15064, 9605, 30306)",18325.0
"(15064, 9605, 135084)",53251.0
