Combination,Average Deaths
"(8120, 3694, 4673)",5495.666666666667
"(8120, 3694, 5610)",5808.0
"(8120, 3694, 3971)",5261.666666666667
"(8120, 3694, 8463)",6759.0
"(8120, 3694, 6160)",5991.333333333333
"(8120, 3694, 7203)",6339.0
"(8120, 3694, 10341)",7385.0
"(8120, 3694, 10282)",7365.333333333333
"(8120, 3694, 9950)",7254.666666666667
"(8120, 3694, 9425)",7079.666666666667
"(8120, 3694, 6839)",6217.666666666667
"(8120, 3694, 8391)",6735.0
"(8120, 3694, 30306)",14040.0
"(8120, 3694, 135084)",48966.0
"(8120, 3694, 175197)",62337.0
"(8120, 3694, 21022)",10945.333333333334
"(8120, 3379, 4673)",5390.666666666667
"(8120, 3379, 5610)",5703.0
"(8120, 3379, 3971)",5156.666666666667
"(8120, 3379, 8463)",6654.0
"(8120, 3379, 6160)",5886.333333333333
"(8120, 3379, 7203)",6234.0
"(8120, 3379, 10341)",7280.0
"(8120, 3379, 10282)",7260.333333333333
"(8120, 3379, 9950)",7149.666666666667
"(8120, 3379, 9425)",6974.666666666667
"(8120, 3379, 6839)",6112.666666666667
"(8120, 3379, 8391)",6630.0
"(8120, 3379, 30306)",13935.0
"(8120, 3379, 135084)",48861.0
"(8120, 3379, 175197)",62232.0
"(8120, 3379, 21022)",10840.333333333334
"(8120, 4673, 5610)",6134.333333333333
"(8120, 4673, 3971)",5588.0
"(8120, 4673, 8463)",7085.333333333333
"(8120, 4673, 6160)",6317.666666666667
"(8120, 4673, 7203)",6665.333333333333
"(8120, 4673, 10341)",7711.333333333333
"(8120, 4673, 10282)",7691.666666666667
"(8120, 4673, 9950)",7581.0
"(8120, 4673, 9425)",7406.0
"(8120, 4673, 6839)",6544.0
"(8120, 4673, 8391)",7061.333333333333
"(8120, 4673, 30306)",14366.333333333334
"(8120, 4673, 135084)",49292.333333333336
"(8120, 4673, 175197)",62663.333333333336
"(8120, 4673, 21022)",11271.666666666666
"(8120, 5610, 3971)",5900.333333333333
"(8120, 5610, 8463)",7397.666666666667
"(8120, 5610, 6160)",6630.0
"(8120, 5610, 7203)",6977.666666666667
"(8120, 5610, 10341)",8023.666666666667
"(8120, 5610, 10282)",8004.0
"(8120, 5610, 9950)",7893.333333333333
"(8120, 5610, 9425)",7718.333333333333
"(8120, 5610, 6839)",6856.333333333333
"(8120, 5610, 8391)",7373.666666666667
"(8120, 5610, 30306)",14678.666666666666
"(8120, 5610, 135084)",49604.666666666664
"(8120, 5610, 175197)",62975.666666666664
"(8120, 5610, 21022)",11584.0
"(8120, 3971, 8463)",6851.333333333333
"(8120, 3971, 6160)",6083.666666666667
"(8120, 3971, 7203)",6431.333333333333
"(8120, 3971, 10341)",7477.333333333333
"(8120, 3971, 10282)",7457.666666666667
"(8120, 3971, 9950)",7347.0
"(8120, 3971, 9425)",7172.0
"(8120, 3971, 6839)",6310.0
"(8120, 3971, 8391)",6827.333333333333
"(8120, 3971, 30306)",14132.333333333334
"(8120, 3971, 135084)",49058.333333333336
"(8120, 3971, 175197)",62429.333333333336
"(8120, 3971, 21022)",11037.666666666666
"(8120, 8463, 6160)",7581.0
"(8120, 8463, 7203)",7928.666666666667
"(8120, 8463, 10341)",8974.666666666666
"(8120, 8463, 10282)",8955.0
"(8120, 8463, 9950)",8844.333333333334
"(8120, 8463, 9425)",8669.333333333334
"(8120, 8463, 6839)",7807.333333333333
"(8120, 8463, 8391)",8324.666666666666
"(8120, 8463, 30306)",15629.666666666666
"(8120, 8463, 135084)",50555.666666666664
"(8120, 8463, 175197)",63926.666666666664
"(8120, 8463, 21022)",12535.0
"(8120, 6160, 7203)",7161.0
"(8120, 6160, 10341)",8207.0
"(8120, 6160, 10282)",8187.333333333333
"(8120, 6160, 9950)",8076.666666666667
"(8120, 6160, 9425)",7901.666666666667
"(8120, 6160, 6839)",7039.666666666667
"(8120, 6160, 8391)",7557.0
"(8120, 6160, 30306)",14862.0
"(8120, 6160, 135084)",49788.0
"(8120, 6160, 175197)",63159.0
"(8120, 6160, 21022)",11767.333333333334
"(8120, 7203, 10341)",8554.666666666666
"(8120, 7203, 10282)",8535.0
"(8120, 7203, 9950)",8424.333333333334
"(8120, 7203, 9425)",8249.333333333334
"(8120, 7203, 6839)",7387.333333333333
"(8120, 7203, 8391)",7904.666666666667
"(8120, 7203, 30306)",15209.666666666666
"(8120, 7203, 135084)",50135.666666666664
"(8120, 7203, 175197)",63506.666666666664
"(8120, 7203, 21022)",12115.0
"(8120, 10341, 10282)",9581.0
"(8120, 10341, 9950)",9470.333333333334
"(8120, 10341, 9425)",9295.333333333334
"(8120, 10341, 6839)",8433.333333333334
"(8120, 10341, 8391)",8950.666666666666
"(8120, 10341, 30306)",16255.666666666666
"(8120, 10341, 135084)",51181.666666666664
"(8120, 10341, 175197)",64552.666666666664
"(8120, 10341, 21022)",13161.0
"(8120, 10282, 9950)",9450.666666666666
"(8120, 10282, 9425)",9275.666666666666
"(8120, 10282, 6839)",8413.666666666666
"(8120, 10282, 8391)",8931.0
"(8120, 10282, 30306)",16236.0
"(8120, 10282, 135084)",51162.0
"(8120, 10282, 175197)",64533.0
"(8120, 10282, 21022)",13141.333333333334
"(8120, 9950, 9425)",9165.0
"(8120, 9950, 6839)",8303.0
"(8120, 9950, 8391)",8820.333333333334
"(8120, 9950, 30306)",16125.333333333334
"(8120, 9950, 135084)",51051.333333333336
"(8120, 9950, 175197)",64422.333333333336
"(8120, 9950, 21022)",13030.666666666666
"(8120, 9425, 6839)",8128.0
"(8120, 9425, 8391)",8645.333333333334
"(8120, 9425, 30306)",15950.333333333334
"(8120, 9425, 135084)",50876.333333333336
"(8120, 9425, 175197)",64247.333333333336
"(8120, 9425, 21022)",12855.666666666666
"(8120, 6839, 8391)",7783.333333333333
"(8120, 6839, 30306)",15088.333333333334
"(8120, 6839, 135084)",50014.333333333336
"(8120, 6839, 175197)",63385.333333333336
"(8120, 6839, 21022)",11993.666666666666
"(8120, 8391, 30306)",15605.666666666666
"(8120, 8391, 135084)",50531.666666666664
"(8120, 8391, 175197)",63902.666666666664
"(8120, 8391, 21022)",12511.0
"(8120, 30306, 135084)",57836.666666666664
"(8120, 30306, 175197)",71207.66666666667
"(8120, 30306, 21022)",19816.0
"(8120, 135084, 175197)",106133.66666666667
"(8120, 135084, 21022)",54742.0
"(8120, 175197, 21022)",68113.0
"(24107, 22571, 14271)",20316.333333333332
"(24107, 22571, 9896)",18858.0
"(24107, 22571, 10659)",19112.333333333332
"(24107, 22571, 7452)",18043.333333333332
"(24107, 22571, 6358)",17678.666666666668
"(24107, 22571, 6045)",17574.333333333332
"(24107, 22571, 1600)",16092.666666666666
"(24107, 22571, 3694)",16790.666666666668
"(24107, 22571, 3379)",16685.666666666668
"(24107, 22571, 4673)",17117.0
"(24107, 22571, 5610)",17429.333333333332
"(24107, 22571, 3971)",16883.0
"(24107, 22571, 8463)",18380.333333333332
"(24107, 22571, 6160)",17612.666666666668
"(24107, 22571, 7203)",17960.333333333332
"(24107, 22571, 10341)",19006.333333333332
"(24107, 22571, 10282)",18986.666666666668
"(24107, 22571, 9950)",18876.0
"(24107, 22571, 9425)",18701.0
"(24107, 22571, 6839)",17839.0
"(24107, 22571, 8391)",18356.333333333332
"(24107, 22571, 30306)",25661.333333333332
"(24107, 22571, 135084)",60587.333333333336
"(24107, 22571, 175197)",73958.33333333333
"(24107, 22571, 21022)",22566.666666666668
"(24107, 14271, 9896)",16091.333333333334
"(24107, 14271, 10659)",16345.666666666666
"(24107, 14271, 7452)",15276.666666666666
"(24107, 14271, 6358)",14912.0
"(24107, 14271, 6045)",14807.666666666666
"(24107, 14271, 1600)",13326.0
"(24107, 14271, 3694)",14024.0
"(24107, 14271, 3379)",13919.0
"(24107, 14271, 4673)",14350.333333333334
"(24107, 14271, 5610)",14662.666666666666
"(24107, 14271, 3971)",14116.333333333334
"(24107, 14271, 8463)",15613.666666666666
"(24107, 14271, 6160)",14846.0
"(24107, 14271, 7203)",15193.666666666666
"(24107, 14271, 10341)",16239.666666666666
"(24107, 14271, 10282)",16220.0
"(24107, 14271, 9950)",16109.333333333334
"(24107, 14271, 9425)",15934.333333333334
"(24107, 14271, 6839)",15072.333333333334
"(24107, 14271, 8391)",15589.666666666666
"(24107, 14271, 30306)",22894.666666666668
"(24107, 14271, 135084)",57820.666666666664
"(24107, 14271, 175197)",71191.66666666667
"(24107, 14271, 21022)",19800.0
"(24107, 9896, 10659)",14887.333333333334
"(24107, 9896, 7452)",13818.333333333334
"(24107, 9896, 6358)",13453.666666666666
"(24107, 9896, 6045)",13349.333333333334
"(24107, 9896, 1600)",11867.666666666666
"(24107, 9896, 3694)",12565.666666666666
"(24107, 9896, 3379)",12460.666666666666
"(24107, 9896, 4673)",12892.0
"(24107, 9896, 5610)",13204.333333333334
"(24107, 9896, 3971)",12658.0
"(24107, 9896, 8463)",14155.333333333334
"(24107, 9896, 6160)",13387.666666666666
"(24107, 9896, 7203)",13735.333333333334
"(24107, 9896, 10341)",14781.333333333334
"(24107, 9896, 10282)",14761.666666666666
"(24107, 9896, 9950)",14651.0
"(24107, 9896, 9425)",14476.0
"(24107, 9896, 6839)",13614.0
"(24107, 9896, 8391)",14131.333333333334
"(24107, 9896, 30306)",21436.333333333332
"(24107, 9896, 135084)",56362.333333333336
"(24107, 9896, 175197)",69733.33333333333
"(24107, 9896, 21022)",18341.666666666668
"(24107, 10659, 7452)",14072.666666666666
"(24107, 10659, 6358)",13708.0
"(24107, 10659, 6045)",13603.666666666666
"(24107, 10659, 1600)",12122.0
"(24107, 10659, 3694)",12820.0
"(24107, 10659, 3379)",12715.0
"(24107, 10659, 4673)",13146.333333333334
"(24107, 10659, 5610)",13458.666666666666
"(24107, 10659, 3971)",12912.333333333334
"(24107, 10659, 8463)",14409.666666666666
"(24107, 10659, 6160)",13642.0
"(24107, 10659, 7203)",13989.666666666666
"(24107, 10659, 10341)",15035.666666666666
"(24107, 10659, 10282)",15016.0
"(24107, 10659, 9950)",14905.333333333334
"(24107, 10659, 9425)",14730.333333333334
"(24107, 10659, 6839)",13868.333333333334
"(24107, 10659, 8391)",14385.666666666666
"(24107, 10659, 30306)",21690.666666666668
"(24107, 10659, 135084)",56616.666666666664
"(24107, 10659, 175197)",69987.66666666667
"(24107, 10659, 21022)",18596.0
"(24107, 7452, 6358)",12639.0
"(24107, 7452, 6045)",12534.666666666666
"(24107, 7452, 1600)",11053.0
"(24107, 7452, 3694)",11751.0
"(24107, 7452, 3379)",11646.0
"(24107, 7452, 4673)",12077.333333333334
"(24107, 7452, 5610)",12389.666666666666
"(24107, 7452, 3971)",11843.333333333334
"(24107, 7452, 8463)",13340.666666666666
"(24107, 7452, 6160)",12573.0
"(24107, 7452, 7203)",12920.666666666666
"(24107, 7452, 10341)",13966.666666666666
"(24107, 7452, 10282)",13947.0
"(24107, 7452, 9950)",13836.333333333334
"(24107, 7452, 9425)",13661.333333333334
"(24107, 7452, 6839)",12799.333333333334
"(24107, 7452, 8391)",13316.666666666666
"(24107, 7452, 30306)",20621.666666666668
"(24107, 7452, 135084)",55547.666666666664
"(24107, 7452, 175197)",68918.66666666667
"(24107, 7452, 21022)",17527.0
"(24107, 6358, 6045)",12170.0
"(24107, 6358, 1600)",10688.333333333334
"(24107, 6358, 3694)",11386.333333333334
"(24107, 6358, 3379)",11281.333333333334
"(24107, 6358, 4673)",11712.666666666666
"(24107, 6358, 5610)",12025.0
"(24107, 6358, 3971)",11478.666666666666
"(24107, 6358, 8463)",12976.0
"(24107, 6358, 6160)",12208.333333333334
"(24107, 6358, 7203)",12556.0
"(24107, 6358, 10341)",13602.0
"(24107, 6358, 10282)",13582.333333333334
"(24107, 6358, 9950)",13471.666666666666
"(24107, 6358, 9425)",13296.666666666666
"(24107, 6358, 6839)",12434.666666666666
"(24107, 6358, 8391)",12952.0
"(24107, 6358, 30306)",20257.0
"(24107, 6358, 135084)",55183.0
"(24107, 6358, 175197)",68554.0
"(24107, 6358, 21022)",17162.333333333332
"(24107, 6045, 1600)",10584.0
"(24107, 6045, 3694)",11282.0
"(24107, 6045, 3379)",11177.0
"(24107, 6045, 4673)",11608.333333333334
"(24107, 6045, 5610)",11920.666666666666
"(24107, 6045, 3971)",11374.333333333334
"(24107, 6045, 8463)",12871.666666666666
"(24107, 6045, 6160)",12104.0
"(24107, 6045, 7203)",12451.666666666666
"(24107, 6045, 10341)",13497.666666666666
"(24107, 6045, 10282)",13478.0
"(24107, 6045, 9950)",13367.333333333334
"(24107, 6045, 9425)",13192.333333333334
"(24107, 6045, 6839)",12330.333333333334
"(24107, 6045, 8391)",12847.666666666666
"(24107, 6045, 30306)",20152.666666666668
"(24107, 6045, 135084)",55078.666666666664
"(24107, 6045, 175197)",68449.66666666667
"(24107, 6045, 21022)",17058.0
"(24107, 1600, 3694)",9800.333333333334
"(24107, 1600, 3379)",9695.333333333334
"(24107, 1600, 4673)",10126.666666666666
"(24107, 1600, 5610)",10439.0
"(24107, 1600, 3971)",9892.666666666666
"(24107, 1600, 8463)",11390.0
"(24107, 1600, 6160)",10622.333333333334
"(24107, 1600, 7203)",10970.0
"(24107, 1600, 10341)",12016.0
"(24107, 1600, 10282)",11996.333333333334
"(24107, 1600, 9950)",11885.666666666666
"(24107, 1600, 9425)",11710.666666666666
"(24107, 1600, 6839)",10848.666666666666
"(24107, 1600, 8391)",11366.0
"(24107, 1600, 30306)",18671.0
"(24107, 1600, 135084)",53597.0
"(24107, 1600, 175197)",66968.0
"(24107, 1600, 21022)",15576.333333333334
"(24107, 3694, 3379)",10393.333333333334
"(24107, 3694, 4673)",10824.666666666666
"(24107, 3694, 5610)",11137.0
"(24107, 3694, 3971)",10590.666666666666
"(24107, 3694, 8463)",12088.0
"(24107, 3694, 6160)",11320.333333333334
"(24107, 3694, 7203)",11668.0
"(24107, 3694, 10341)",12714.0
"(24107, 3694, 10282)",12694.333333333334
"(24107, 3694, 9950)",12583.666666666666
"(24107, 3694, 9425)",12408.666666666666
"(24107, 3694, 6839)",11546.666666666666
"(24107, 3694, 8391)",12064.0
"(24107, 3694, 30306)",19369.0
"(24107, 3694, 135084)",54295.0
"(24107, 3694, 175197)",67666.0
"(24107, 3694, 21022)",16274.333333333334
"(24107, 3379, 4673)",10719.666666666666
"(24107, 3379, 5610)",11032.0
"(24107, 3379, 3971)",10485.666666666666
"(24107, 3379, 8463)",11983.0
"(24107, 3379, 6160)",11215.333333333334
"(24107, 3379, 7203)",11563.0
"(24107, 3379, 10341)",12609.0
"(24107, 3379, 10282)",12589.333333333334
"(24107, 3379, 9950)",12478.666666666666
"(24107, 3379, 9425)",12303.666666666666
"(24107, 3379, 6839)",11441.666666666666
"(24107, 3379, 8391)",11959.0
"(24107, 3379, 30306)",19264.0
"(24107, 3379, 135084)",54190.0
"(24107, 3379, 175197)",67561.0
"(24107, 3379, 21022)",16169.333333333334
"(24107, 4673, 5610)",11463.333333333334
"(24107, 4673, 3971)",10917.0
"(24107, 4673, 8463)",12414.333333333334
"(24107, 4673, 6160)",11646.666666666666
"(24107, 4673, 7203)",11994.333333333334
"(24107, 4673, 10341)",13040.333333333334
"(24107, 4673, 10282)",13020.666666666666
"(24107, 4673, 9950)",12910.0
"(24107, 4673, 9425)",12735.0
"(24107, 4673, 6839)",11873.0
"(24107, 4673, 8391)",12390.333333333334
"(24107, 4673, 30306)",19695.333333333332
"(24107, 4673, 135084)",54621.333333333336
"(24107, 4673, 175197)",67992.33333333333
"(24107, 4673, 21022)",16600.666666666668
"(24107, 5610, 3971)",11229.333333333334
"(24107, 5610, 8463)",12726.666666666666
"(24107, 5610, 6160)",11959.0
"(24107, 5610, 7203)",12306.666666666666
"(24107, 5610, 10341)",13352.666666666666
"(24107, 5610, 10282)",13333.0
"(24107, 5610, 9950)",13222.333333333334
"(24107, 5610, 9425)",13047.333333333334
"(24107, 5610, 6839)",12185.333333333334
"(24107, 5610, 8391)",12702.666666666666
"(24107, 5610, 30306)",20007.666666666668
"(24107, 5610, 135084)",54933.666666666664
"(24107, 5610, 175197)",68304.66666666667
"(24107, 5610, 21022)",16913.0
"(24107, 3971, 8463)",12180.333333333334
"(24107, 3971, 6160)",11412.666666666666
"(24107, 3971, 7203)",11760.333333333334
"(24107, 3971, 10341)",12806.333333333334
"(24107, 3971, 10282)",12786.666666666666
"(24107, 3971, 9950)",12676.0
"(24107, 3971, 9425)",12501.0
"(24107, 3971, 6839)",11639.0
"(24107, 3971, 8391)",12156.333333333334
"(24107, 3971, 30306)",19461.333333333332
"(24107, 3971, 135084)",54387.333333333336
"(24107, 3971, 175197)",67758.33333333333
"(24107, 3971, 21022)",16366.666666666666
"(24107, 8463, 6160)",12910.0
"(24107, 8463, 7203)",13257.666666666666
"(24107, 8463, 10341)",14303.666666666666
"(24107, 8463, 10282)",14284.0
"(24107, 8463, 9950)",14173.333333333334
"(24107, 8463, 9425)",13998.333333333334
"(24107, 8463, 6839)",13136.333333333334
"(24107, 8463, 8391)",13653.666666666666
"(24107, 8463, 30306)",20958.666666666668
"(24107, 8463, 135084)",55884.666666666664
"(24107, 8463, 175197)",69255.66666666667
"(24107, 8463, 21022)",17864.0
"(24107, 6160, 7203)",12490.0
"(24107, 6160, 10341)",13536.0
"(24107, 6160, 10282)",13516.333333333334
"(24107, 6160, 9950)",13405.666666666666
"(24107, 6160, 9425)",13230.666666666666
"(24107, 6160, 6839)",12368.666666666666
"(24107, 6160, 8391)",12886.0
"(24107, 6160, 30306)",20191.0
"(24107, 6160, 135084)",55117.0
"(24107, 6160, 175197)",68488.0
"(24107, 6160, 21022)",17096.333333333332
"(24107, 7203, 10341)",13883.666666666666
"(24107, 7203, 10282)",13864.0
"(24107, 7203, 9950)",13753.333333333334
"(24107, 7203, 9425)",13578.333333333334
"(24107, 7203, 6839)",12716.333333333334
"(24107, 7203, 8391)",13233.666666666666
"(24107, 7203, 30306)",20538.666666666668
"(24107, 7203, 135084)",55464.666666666664
"(24107, 7203, 175197)",68835.66666666667
"(24107, 7203, 21022)",17444.0
"(24107, 10341, 10282)",14910.0
"(24107, 10341, 9950)",14799.333333333334
"(24107, 10341, 9425)",14624.333333333334
"(24107, 10341, 6839)",13762.333333333334
"(24107, 10341, 8391)",14279.666666666666
"(24107, 10341, 30306)",21584.666666666668
"(24107, 10341, 135084)",56510.666666666664
"(24107, 10341, 175197)",69881.66666666667
"(24107, 10341, 21022)",18490.0
"(24107, 10282, 9950)",14779.666666666666
"(24107, 10282, 9425)",14604.666666666666
"(24107, 10282, 6839)",13742.666666666666
"(24107, 10282, 8391)",14260.0
"(24107, 10282, 30306)",21565.0
"(24107, 10282, 135084)",56491.0
"(24107, 10282, 175197)",69862.0
"(24107, 10282, 21022)",18470.333333333332
"(24107, 9950, 9425)",14494.0
"(24107, 9950, 6839)",13632.0
"(24107, 9950, 8391)",14149.333333333334
"(24107, 9950, 30306)",21454.333333333332
"(24107, 9950, 135084)",56380.333333333336
"(24107, 9950, 175197)",69751.33333333333
"(24107, 9950, 21022)",18359.666666666668
"(24107, 9425, 6839)",13457.0
"(24107, 9425, 8391)",13974.333333333334
"(24107, 9425, 30306)",21279.333333333332
"(24107, 9425, 135084)",56205.333333333336
"(24107, 9425, 175197)",69576.33333333333
"(24107, 9425, 21022)",18184.666666666668
"(24107, 6839, 8391)",13112.333333333334
"(24107, 6839, 30306)",20417.333333333332
"(24107, 6839, 135084)",55343.333333333336
"(24107, 6839, 175197)",68714.33333333333
"(24107, 6839, 21022)",17322.666666666668
"(24107, 8391, 30306)",20934.666666666668
"(24107, 8391, 135084)",55860.666666666664
"(24107, 8391, 175197)",69231.66666666667
"(24107, 8391, 21022)",17840.0
"(24107, 30306, 135084)",63165.666666666664
"(24107, 30306, 175197)",76536.66666666667
"(24107, 30306, 21022)",25145.0
"(24107, 135084, 175197)",111462.66666666667
"(24107, 135084, 21022)",60071.0
"(24107, 175197, 21022)",73442.0
"(22571, 14271, 9896)",15579.333333333334
"(22571, 14271, 10659)",15833.666666666666
"(22571, 14271, 7452)",14764.666666666666
"(22571, 14271, 6358)",14400.0
"(22571, 14271, 6045)",14295.666666666666
"(22571, 14271, 1600)",12814.0
"(22571, 14271, 3694)",13512.0
"(22571, 14271, 3379)",13407.0
"(22571, 14271, 4673)",13838.333333333334
"(22571, 14271, 5610)",14150.666666666666
"(22571, 14271, 3971)",13604.333333333334
"(22571, 14271, 8463)",15101.666666666666
"(22571, 14271, 6160)",14334.0
"(22571, 14271, 7203)",14681.666666666666
"(22571, 14271, 10341)",15727.666666666666
"(22571, 14271, 10282)",15708.0
"(22571, 14271, 9950)",15597.333333333334
"(22571, 14271, 9425)",15422.333333333334
"(22571, 14271, 6839)",14560.333333333334
"(22571, 14271, 8391)",15077.666666666666
"(22571, 14271, 30306)",22382.666666666668
"(22571, 14271, 135084)",57308.666666666664
"(22571, 14271, 175197)",70679.66666666667
"(22571, 14271, 21022)",19288.0
"(22571, 9896, 10659)",14375.333333333334
"(22571, 9896, 7452)",13306.333333333334
"(22571, 9896, 6358)",12941.666666666666
"(22571, 9896, 6045)",12837.333333333334
"(22571, 9896, 1600)",11355.666666666666
"(22571, 9896, 3694)",12053.666666666666
"(22571, 9896, 3379)",11948.666666666666
"(22571, 9896, 4673)",12380.0
"(22571, 9896, 5610)",12692.333333333334
"(22571, 9896, 3971)",12146.0
"(22571, 9896, 8463)",13643.333333333334
"(22571, 9896, 6160)",12875.666666666666
"(22571, 9896, 7203)",13223.333333333334
"(22571, 9896, 10341)",14269.333333333334
"(22571, 9896, 10282)",14249.666666666666
"(22571, 9896, 9950)",14139.0
"(22571, 9896, 9425)",13964.0
"(22571, 9896, 6839)",13102.0
"(22571, 9896, 8391)",13619.333333333334
"(22571, 9896, 30306)",20924.333333333332
"(22571, 9896, 135084)",55850.333333333336
"(22571, 9896, 175197)",69221.33333333333
"(22571, 9896, 21022)",17829.666666666668
"(22571, 10659, 7452)",13560.666666666666
"(22571, 10659, 6358)",13196.0
"(22571, 10659, 6045)",13091.666666666666
"(22571, 10659, 1600)",11610.0
"(22571, 10659, 3694)",12308.0
"(22571, 10659, 3379)",12203.0
"(22571, 10659, 4673)",12634.333333333334
"(22571, 10659, 5610)",12946.666666666666
"(22571, 10659, 3971)",12400.333333333334
"(22571, 10659, 8463)",13897.666666666666
"(22571, 10659, 6160)",13130.0
"(22571, 10659, 7203)",13477.666666666666
"(22571, 10659, 10341)",14523.666666666666
"(22571, 10659, 10282)",14504.0
"(22571, 10659, 9950)",14393.333333333334
"(22571, 10659, 9425)",14218.333333333334
"(22571, 10659, 6839)",13356.333333333334
"(22571, 10659, 8391)",13873.666666666666
"(22571, 10659, 30306)",21178.666666666668
"(22571, 10659, 135084)",56104.666666666664
"(22571, 10659, 175197)",69475.66666666667
"(22571, 10659, 21022)",18084.0
"(22571, 7452, 6358)",12127.0
"(22571, 7452, 6045)",12022.666666666666
"(22571, 7452, 1600)",10541.0
"(22571, 7452, 3694)",11239.0
"(22571, 7452, 3379)",11134.0
"(22571, 7452, 4673)",11565.333333333334
"(22571, 7452, 5610)",11877.666666666666
"(22571, 7452, 3971)",11331.333333333334
"(22571, 7452, 8463)",12828.666666666666
"(22571, 7452, 6160)",12061.0
"(22571, 7452, 7203)",12408.666666666666
"(22571, 7452, 10341)",13454.666666666666
"(22571, 7452, 10282)",13435.0
"(22571, 7452, 9950)",13324.333333333334
"(22571, 7452, 9425)",13149.333333333334
"(22571, 7452, 6839)",12287.333333333334
"(22571, 7452, 8391)",12804.666666666666
"(22571, 7452, 30306)",20109.666666666668
"(22571, 7452, 135084)",55035.666666666664
"(22571, 7452, 175197)",68406.66666666667
"(22571, 7452, 21022)",17015.0
"(22571, 6358, 6045)",11658.0
"(22571, 6358, 1600)",10176.333333333334
"(22571, 6358, 3694)",10874.333333333334
"(22571, 6358, 3379)",10769.333333333334
"(22571, 6358, 4673)",11200.666666666666
"(22571, 6358, 5610)",11513.0
"(22571, 6358, 3971)",10966.666666666666
"(22571, 6358, 8463)",12464.0
"(22571, 6358, 6160)",11696.333333333334
"(22571, 6358, 7203)",12044.0
"(22571, 6358, 10341)",13090.0
"(22571, 6358, 10282)",13070.333333333334
"(22571, 6358, 9950)",12959.666666666666
"(22571, 6358, 9425)",12784.666666666666
"(22571, 6358, 6839)",11922.666666666666
"(22571, 6358, 8391)",12440.0
"(22571, 6358, 30306)",19745.0
"(22571, 6358, 135084)",54671.0
"(22571, 6358, 175197)",68042.0
"(22571, 6358, 21022)",16650.333333333332
"(22571, 6045, 1600)",10072.0
"(22571, 6045, 3694)",10770.0
"(22571, 6045, 3379)",10665.0
"(22571, 6045, 4673)",11096.333333333334
"(22571, 6045, 5610)",11408.666666666666
"(22571, 6045, 3971)",10862.333333333334
"(22571, 6045, 8463)",12359.666666666666
"(22571, 6045, 6160)",11592.0
"(22571, 6045, 7203)",11939.666666666666
"(22571, 6045, 10341)",12985.666666666666
"(22571, 6045, 10282)",12966.0
"(22571, 6045, 9950)",12855.333333333334
"(22571, 6045, 9425)",12680.333333333334
"(22571, 6045, 6839)",11818.333333333334
"(22571, 6045, 8391)",12335.666666666666
"(22571, 6045, 30306)",19640.666666666668
"(22571, 6045, 135084)",54566.666666666664
"(22571, 6045, 175197)",67937.66666666667
"(22571, 6045, 21022)",16546.0
"(22571, 1600, 3694)",9288.333333333334
"(22571, 1600, 3379)",9183.333333333334
"(22571, 1600, 4673)",9614.666666666666
"(22571, 1600, 5610)",9927.0
"(22571, 1600, 3971)",9380.666666666666
"(22571, 1600, 8463)",10878.0
"(22571, 1600, 6160)",10110.333333333334
"(22571, 1600, 7203)",10458.0
"(22571, 1600, 10341)",11504.0
"(22571, 1600, 10282)",11484.333333333334
"(22571, 1600, 9950)",11373.666666666666
"(22571, 1600, 9425)",11198.666666666666
"(22571, 1600, 6839)",10336.666666666666
"(22571, 1600, 8391)",10854.0
"(22571, 1600, 30306)",18159.0
"(22571, 1600, 135084)",53085.0
"(22571, 1600, 175197)",66456.0
"(22571, 1600, 21022)",15064.333333333334
"(22571, 3694, 3379)",9881.333333333334
"(22571, 3694, 4673)",10312.666666666666
"(22571, 3694, 5610)",10625.0
"(22571, 3694, 3971)",10078.666666666666
"(22571, 3694, 8463)",11576.0
"(22571, 3694, 6160)",10808.333333333334
"(22571, 3694, 7203)",11156.0
"(22571, 3694, 10341)",12202.0
"(22571, 3694, 10282)",12182.333333333334
"(22571, 3694, 9950)",12071.666666666666
"(22571, 3694, 9425)",11896.666666666666
"(22571, 3694, 6839)",11034.666666666666
"(22571, 3694, 8391)",11552.0
"(22571, 3694, 30306)",18857.0
"(22571, 3694, 135084)",53783.0
"(22571, 3694, 175197)",67154.0
"(22571, 3694, 21022)",15762.333333333334
"(22571, 3379, 4673)",10207.666666666666
"(22571, 3379, 5610)",10520.0
"(22571, 3379, 3971)",9973.666666666666
"(22571, 3379, 8463)",11471.0
"(22571, 3379, 6160)",10703.333333333334
"(22571, 3379, 7203)",11051.0
"(22571, 3379, 10341)",12097.0
"(22571, 3379, 10282)",12077.333333333334
"(22571, 3379, 9950)",11966.666666666666
"(22571, 3379, 9425)",11791.666666666666
"(22571, 3379, 6839)",10929.666666666666
"(22571, 3379, 8391)",11447.0
"(22571, 3379, 30306)",18752.0
"(22571, 3379, 135084)",53678.0
"(22571, 3379, 175197)",67049.0
"(22571, 3379, 21022)",15657.333333333334
"(22571, 4673, 5610)",10951.333333333334
"(22571, 4673, 3971)",10405.0
"(22571, 4673, 8463)",11902.333333333334
"(22571, 4673, 6160)",11134.666666666666
"(22571, 4673, 7203)",11482.333333333334
"(22571, 4673, 10341)",12528.333333333334
"(22571, 4673, 10282)",12508.666666666666
"(22571, 4673, 9950)",12398.0
"(22571, 4673, 9425)",12223.0
